分析項目,都市,データ数,1月価格_円,12月価格_円,1月から12月の変化額_円,1か月あたりの変化額_円,年間換算の変化額_円,決定係数,クラスター,クラスター名,主成分1,主成分2
2112スパゲッティ（外食）,秋田市,12.0,977.0,1092.0,115.0,9.78,107.62,0.77,0,上昇型_低価格帯_直線性高,1.0666412505753624,0.7642996633235328
2112スパゲッティ（外食）,那覇市,12.0,916.0,979.0,63.0,4.71,51.81,0.31,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.2896205343678109,-0.4813186385969016
2112スパゲッティ（外食）,金沢市,12.0,1070.0,1088.0,18.0,1.26,13.85,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.6629052788393488,0.06073764672180892
2112スパゲッティ（外食）,長崎市,12.0,842.0,842.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.632366734727909,1.039184063416393
2112スパゲッティ（外食）,長野市,12.0,816.0,857.0,41.0,3.71,40.77,0.76,0,上昇型_低価格帯_直線性高,0.6076910592967829,0.420799285401711
2112スパゲッティ（外食）,青森市,12.0,767.0,783.0,16.0,1.12,12.31,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.2635835145698548,-0.5033911924335556
2112スパゲッティ（外食）,静岡市,12.0,926.0,1007.0,81.0,9.96,109.58,0.77,0,上昇型_低価格帯_直線性高,1.1559844046884276,0.6700091970422959
2112スパゲッティ（外食）,高松市,12.0,886.0,886.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.5721692282047107,1.1210376574242222
2112スパゲッティ（外食）,高知市,12.0,833.0,843.0,10.0,0.38,4.23,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.8013308363057541,-0.843830511423746
2112スパゲッティ（外食）,鳥取市,12.0,783.0,850.0,67.0,5.85,64.35,0.73,0,上昇型_低価格帯_直線性高,0.8275425081072569,0.2936075136867769
2112スパゲッティ（外食）,鹿児島市,12.0,590.0,590.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.9771342720880449,0.5703862068260982
2121_すし,さいたま市,12.0,1550.0,1700.0,150.0,18.36,201.92,0.73,0,上昇型_低価格帯_直線性高,1.1382201422659695,1.7611421654307144
2121_すし,京都市,12.0,1815.0,1890.0,75.0,13.08,143.85,0.22,2,価格低下型_高価格帯_変動あり,-0.7834600607467979,1.000035029176848
2121_すし,仙台市,12.0,1300.0,1400.0,100.0,6.99,76.92,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.3546348351965073,0.5072404510155737
2121_すし,佐賀市,12.0,1625.0,1625.0,0.0,0.0,0.0,1.0,2,価格低下型_高価格帯_変動あり,-0.43887525635537034,2.4958059749648083
2121_すし,前橋市,12.0,1435.0,1425.0,-10.0,-0.94,-10.38,0.57,2,価格低下型_高価格帯_変動あり,-1.111706673694154,1.0963970100304714
2121_すし,千葉市,12.0,1418.0,1473.0,55.0,6.73,74.04,0.73,0,上昇型_低価格帯_直線性高,0.054452588775838945,1.477765119716671
2121_すし,名古屋市,12.0,1500.0,1400.0,-100.0,-11.19,-123.08,0.67,2,価格低下型_高価格帯_変動あり,-2.1218088603020524,1.4265214843949507
2121_すし,和歌山市,12.0,1560.0,1870.0,310.0,29.62,325.77,0.93,3,急上昇型_高価格帯_直線性高,2.7349918118086323,2.3014252807632913
2121_すし,大分市,12.0,1050.0,1050.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.34779670389097145,1.4261283259988584
2121_すし,大津市,12.0,1760.0,1760.0,0.0,0.0,0.0,1.0,2,価格低下型_高価格帯_変動あり,-0.6235721513697289,2.7469476838524662
2121_すし,大阪市,12.0,1344.0,1447.0,103.0,8.95,98.42,0.87,0,上昇型_低価格帯_直線性高,0.6674643137537268,1.68686764011981
2121_すし,奈良市,12.0,1535.0,2145.0,610.0,71.14,782.5,0.83,3,急上昇型_高価格帯_直線性高,7.089899472673593,2.1473911151985536
2121_すし,宇都宮市,12.0,1540.0,1722.0,182.0,20.26,222.85,0.88,0,上昇型_低価格帯_直線性高,1.648198807804101,2.1125172856047154
2121_すし,宮崎市,12.0,1225.0,1225.0,0.0,-2.1,-23.08,0.08,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.896988239033826,-0.4864535466578589
2121_すし,富山市,12.0,1760.0,2060.0,300.0,37.76,415.38,0.76,3,急上昇型_高価格帯_直線性高,3.017940204613974,2.2876483744871976
2121_すし,山口市,12.0,1600.0,1600.0,0.0,0.0,0.0,1.0,2,価格低下型_高価格帯_変動あり,-0.4046721276490077,2.4492982510967236
2121_すし,山形市,12.0,1760.0,1900.0,140.0,4.13,45.38,0.05,2,価格低下型_高価格帯_変動あり,-2.009585898609532,0.45630926666283383
2121_すし,岐阜市,12.0,1350.0,1525.0,175.0,18.27,200.96,0.88,0,上昇型_低価格帯_直線性高,1.6917989449244044,1.7525878735671852
2121_すし,岡山市,12.0,1018.0,1018.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.39157670863511573,1.3665984394477098
2121_すし,広島市,12.0,1320.0,1815.0,495.0,52.69,579.58,0.83,3,急上昇型_高価格帯_直線性高,5.37824729545958,1.6874324229432782
2121_すし,徳島市,12.0,1025.0,1075.0,50.0,6.29,69.23,0.76,0,上昇型_低価格帯_直線性高,0.6022386288914784,0.8179930194773034
2121_すし,新潟市,12.0,1743.0,1595.0,-148.0,-19.6,-215.62,0.58,2,価格低下型_高価格帯_変動あり,-3.542402659670467,1.6329504052366624
2121_すし,札幌市,12.0,1550.0,1660.0,110.0,12.31,135.38,0.67,0,上昇型_低価格帯_直線性高,0.3645967238074541,1.5959498467251063
2121_すし,東京都区部,12.0,1703.0,1778.0,75.0,9.07,99.77,0.89,2,価格低下型_高価格帯_変動あり,0.2279849877362256,2.403615434376742
2121_すし,松山市,12.0,1355.0,1355.0,0.0,0.0,0.0,1.0,2,価格低下型_高価格帯_変動あり,-0.06948146632665338,1.9935225571894928
2121_すし,松江市,12.0,1510.0,1585.0,75.0,8.78,96.58,0.77,0,上昇型_低価格帯_直線性高,0.22871514904412554,1.7525927228041223
2121_すし,横浜市,12.0,1396.0,1500.0,104.0,7.1,78.15,0.71,0,上昇型_低価格帯_直線性高,0.08614428461224725,1.3895347337611417
2121_すし,水戸市,12.0,1350.0,1375.0,25.0,3.23,35.58,0.49,2,価格低下型_高価格帯_変動あり,-0.6965998464871211,0.7578032330834946
2121_すし,津市,12.0,1460.0,1460.0,0.0,0.0,0.0,1.0,2,価格低下型_高価格帯_変動あり,-0.2131346068933768,2.1888549974354485
2121_すし,熊本市,12.0,1403.0,1458.0,55.0,5.19,57.12,0.57,2,価格低下型_高価格帯_変動あり,-0.40150128220399767,1.056799513541499
2121_すし,甲府市,12.0,1015.0,1070.0,55.0,6.45,70.96,0.24,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.37111127314051917,-0.46126364545273313
2121_すし,盛岡市,12.0,1215.0,1290.0,75.0,2.88,31.73,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.0521661491600154,-0.12506345725196522
2121_すし,神戸市,12.0,1425.0,1525.0,100.0,3.85,42.31,0.11,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.4658090217340856,-0.022284627203465513
2121_すし,福井市,12.0,2040.0,1830.0,-210.0,-25.7,-282.69,0.73,2,価格低下型_高価格帯_変動あり,-4.3221615947391445,2.5294274674149193
2121_すし,福岡市,12.0,1306.0,1392.0,86.0,9.97,109.69,0.41,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.058187578753751475,0.5038387696847103
2121_すし,福島市,12.0,1650.0,1450.0,-200.0,3.32,36.54,0.01,2,価格低下型_高価格帯_変動あり,-2.0244151132948733,0.15202810299021483
2121_すし,秋田市,12.0,1250.0,1300.0,50.0,1.92,21.15,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.204417310960044,-0.06307419268814561
2121_すし,那覇市,12.0,2005.0,2005.0,0.0,0.0,0.0,1.0,2,価格低下型_高価格帯_変動あり,-0.9587628126920832,3.2027233777596966
2121_すし,金沢市,12.0,1700.0,1800.0,100.0,8.22,90.38,0.56,2,価格低下型_高価格帯_変動あり,-0.49774267402772404,1.5949103187044917
2121_すし,長崎市,12.0,1493.0,2100.0,607.0,63.55,699.0,0.69,3,急上昇型_高価格帯_直線性高,6.0517885802560185,1.7050315921594292
2121_すし,長野市,12.0,1700.0,1260.0,-440.0,-30.77,-338.46,0.42,2,価格低下型_高価格帯_変動あり,-5.006978304535736,1.1285831114126361
2121_すし,青森市,12.0,1643.0,1643.0,0.0,0.0,0.0,1.0,2,価格低下型_高価格帯_変動あり,-0.46350150902395154,2.529291536149829
2121_すし,静岡市,12.0,1150.0,1205.0,55.0,2.12,23.27,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.0458617166322763,-0.2484547654830891
2121_すし,高松市,12.0,1359.0,1359.0,0.0,0.0,0.0,1.0,2,価格低下型_高価格帯_変動あり,-0.07495396691967134,2.000963793008386
2121_すし,高知市,12.0,1525.0,1672.0,147.0,10.28,113.08,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.3047893357406592,0.9365077738714949
2121_すし,鳥取市,12.0,1045.0,1045.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.354637329632244,1.4168267812252413
2121_すし,鹿児島市,12.0,1760.0,1870.0,110.0,9.04,99.42,0.79,2,価格低下型_高価格帯_変動あり,-0.04641838016201267,2.267022066870381
2123_すし,さいたま市,12.0,142.0,142.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.5900543385060644,-0.26303220488998114
2123_すし,京都市,12.0,205.0,202.0,-3.0,-0.31,-3.46,0.59,0,上昇型_低価格帯_直線性高,0.6782097135956655,-1.1412278019407067
2123_すし,仙台市,12.0,209.0,242.0,33.0,3.62,39.77,0.91,0,上昇型_低価格帯_直線性高,1.7180967972948022,-0.34490075103423895
2123_すし,佐賀市,12.0,339.0,352.0,13.0,1.24,13.69,0.83,0,上昇型_低価格帯_直線性高,1.1269708639262384,-0.3048261704003936
2123_すし,前橋市,12.0,115.0,115.0,0.0,0.12,1.35,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.11770526474336683,-2.519924561729334
2123_すし,千葉市,12.0,120.0,120.0,0.0,0.24,2.69,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.1115000427832493,-2.5102328233492797
2123_すし,名古屋市,12.0,275.0,286.0,11.0,1.35,14.81,0.73,0,上昇型_低価格帯_直線性高,1.0333307946184174,-0.6660616955541077
2123_すし,和歌山市,12.0,110.0,110.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.6338343432502087,-0.3225620914411296
2123_すし,大分市,12.0,115.0,115.0,0.0,0.12,1.35,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.11770526474336683,-2.519924561729334
2123_すし,大津市,12.0,115.0,115.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.6269937175089362,-0.3132605466675127
2123_すし,大阪市,12.0,115.0,115.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.6269937175089362,-0.3132605466675127
2123_すし,奈良市,12.0,115.0,115.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.6269937175089362,-0.3132605466675127
2123_すし,宇都宮市,12.0,272.0,283.0,11.0,1.04,11.42,0.57,0,上昇型_低価格帯_直線性高,0.6946793607987756,-1.0607041098066163
2123_すし,宮崎市,12.0,214.0,220.0,6.0,0.79,8.73,0.65,0,上昇型_低価格帯_直線性高,0.901378788037548,-0.9753881889081295
2123_すし,富山市,12.0,410.0,420.0,10.0,1.26,13.85,0.76,0,上昇型_低価格帯_直線性高,0.8967971455847313,-0.3424526030140824
2123_すし,山口市,12.0,460.0,541.0,81.0,9.18,100.96,0.71,0,上昇型_低価格帯_直線性高,1.5928374502025617,-0.34495109201503826
2123_すし,山形市,12.0,155.0,155.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.5722687115787557,-0.23884818847857692
2123_すし,岐阜市,12.0,118.0,118.0,0.0,0.12,1.35,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.12180964018813044,-2.5143436348651638
2123_すし,岡山市,12.0,200.0,205.0,5.0,0.47,5.19,0.57,0,上昇型_低価格帯_直線性高,0.7312165948914969,-1.1964997741772778
2123_すし,広島市,12.0,278.0,425.0,147.0,16.36,179.96,0.68,0,上昇型_低価格帯_直線性高,2.5644651495613435,-0.7329407665133877
2123_すし,徳島市,12.0,120.0,120.0,0.0,0.24,2.69,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.1115000427832493,-2.5102328233492797
2123_すし,新潟市,12.0,187.0,198.0,11.0,1.38,15.23,0.76,0,上昇型_低価格帯_直線性高,1.2149349013468767,-0.7569113063109614
2123_すし,札幌市,12.0,269.0,281.0,12.0,1.34,14.77,0.67,0,上昇型_低価格帯_直線性高,0.9245571280193985,-0.8227761231307082
2123_すし,東京都区部,12.0,197.0,229.0,32.0,2.76,30.31,0.78,0,上昇型_低価格帯_直線性高,1.3899126529347947,-0.6853143043849008
2123_すし,松山市,12.0,118.0,118.0,0.0,0.12,1.35,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.12180964018813044,-2.5143436348651638
2123_すし,松江市,12.0,299.0,310.0,11.0,1.23,13.54,0.67,0,上昇型_低価格帯_直線性高,0.8715546798454887,-0.767324531961574
2123_すし,横浜市,12.0,295.0,356.0,61.0,1.64,18.04,0.03,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.3146156507250003,-2.3256465552453074
2123_すし,水戸市,12.0,131.0,131.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.6051037151368641,-0.28349560339193847
2123_すし,津市,12.0,253.0,253.0,0.0,0.12,1.35,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.3065065352024889,-2.2632019259775062
2123_すし,熊本市,12.0,118.0,118.0,0.0,0.12,1.35,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.12180964018813044,-2.5143436348651638
2123_すし,甲府市,12.0,184.0,184.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.532593082279375,-0.18489922879159848
2123_すし,盛岡市,12.0,115.0,115.0,0.0,0.12,1.35,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.11770526474336683,-2.519924561729334
2123_すし,神戸市,12.0,120.0,120.0,0.0,0.12,1.35,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.12454589048463936,-2.510623016955717
2123_すし,福井市,12.0,269.0,275.0,6.0,0.46,5.08,0.03,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.40732856593405253,-2.3778514918647495
2123_すし,福岡市,12.0,110.0,110.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.6338343432502087,-0.3225620914411296
2123_すし,福島市,12.0,176.0,176.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.543538083465411,-0.1997817004293858
2123_すし,秋田市,12.0,248.0,248.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.4450330727910865,-0.06583945568930161
2123_すし,那覇市,12.0,115.0,115.0,0.0,0.12,1.35,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.11770526474336683,-2.519924561729334
2123_すし,金沢市,12.0,118.0,118.0,0.0,0.12,1.35,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.12180964018813044,-2.5143436348651638
2123_すし,長崎市,12.0,154.0,165.0,11.0,1.04,11.42,0.57,0,上昇型_低価格帯_直線性高,0.8561181282928074,-1.2802205664639763
2123_すし,長野市,12.0,118.0,118.0,0.0,0.12,1.35,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.12180964018813044,-2.5143436348651638
2123_すし,青森市,12.0,399.0,414.0,15.0,1.59,17.5,0.86,0,上昇型_低価格帯_直線性高,1.1408813759167376,-0.11930953957435249
2123_すし,静岡市,12.0,113.0,113.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.629729967805445,-0.31698116457695935
2123_すし,高松市,12.0,195.0,223.0,28.0,1.96,21.54,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,0.6103050041414544,-1.564756559290274
2123_すし,高知市,12.0,194.0,195.0,1.0,0.19,2.12,0.2,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.0057024238550397715,-2.105945768892714
2123_すし,鳥取市,12.0,195.0,195.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.5175437056485754,-0.16443583028964137
2123_すし,鹿児島市,12.0,237.0,264.0,27.0,1.89,20.77,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,0.5452336700889542,-1.4868511961289799
2132天丼（外食）,さいたま市,12.0,1025.0,1050.0,25.0,3.06,33.65,0.73,0,上昇型_低価格帯_直線性高,0.19314026317234576,0.7347302793801687
2132天丼（外食）,京都市,12.0,1099.0,1283.0,184.0,20.02,220.19,0.92,0,上昇型_低価格帯_直線性高,2.302713811790512,1.3883540211684193
2132天丼（外食）,仙台市,12.0,1150.0,1060.0,-90.0,-6.29,-69.23,0.35,2,価格低下型_高価格帯_変動あり,-1.7283676826778402,0.015239281361206223
2132天丼（外食）,佐賀市,12.0,886.0,1001.0,115.0,6.59,72.54,0.67,0,上昇型_低価格帯_直線性高,0.6511797484821849,0.34210547221525955
2132天丼（外食）,前橋市,12.0,1350.0,1367.0,17.0,1.6,17.65,0.57,2,価格低下型_高価格帯_変動あり,-0.7192789264130965,0.9465298468819078
2132天丼（外食）,千葉市,12.0,858.0,873.0,15.0,1.05,11.54,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.3956929808868259,-0.33433069049081543
2132天丼（外食）,名古屋市,12.0,1159.0,1205.0,46.0,5.44,59.85,0.75,0,上昇型_低価格帯_直線性高,0.3071858938882893,1.040257205078908
2132天丼（外食）,和歌山市,12.0,1184.0,1210.0,26.0,2.06,22.69,0.58,0,上昇型_低価格帯_直線性高,-0.42284519169528106,0.6634676455082331
2132天丼（外食）,大分市,12.0,1043.0,1060.0,17.0,1.78,19.54,0.76,0,上昇型_低価格帯_直線性高,0.08730593344565189,0.8368138042870531
2132天丼（外食）,大津市,12.0,1023.0,1060.0,37.0,1.42,15.65,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.9482106010620628,-0.4869901321038444
2132天丼（外食）,大阪市,12.0,930.0,1023.0,93.0,3.7,40.69,0.28,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.47652446968678924,-0.5313184716088173
2132天丼（外食）,奈良市,12.0,772.0,849.0,77.0,8.49,93.42,0.73,0,上昇型_低価格帯_直線性高,1.129600534168639,0.28172837452644184
2132天丼（外食）,宇都宮市,12.0,1183.0,1310.0,127.0,13.04,143.42,0.68,0,上昇型_低価格帯_直線性高,0.9653767706525535,0.9398434810665143
2132天丼（外食）,宮崎市,12.0,813.0,863.0,50.0,5.64,62.08,0.79,0,上昇型_低価格帯_直線性高,0.8795637836956194,0.494254001231604
2132天丼（外食）,富山市,12.0,1343.0,1383.0,40.0,2.88,31.69,0.69,2,価格低下型_高価格帯_変動あり,-0.3387558145336264,1.2287098647629573
2132天丼（外食）,山口市,12.0,1110.0,1237.0,127.0,13.98,153.77,0.89,0,上昇型_低価格帯_直線性高,1.5730758024330278,1.3164176459558334
2132天丼（外食）,山形市,12.0,1417.0,1433.0,16.0,1.51,16.62,0.57,2,価格低下型_高価格帯_変動あり,-0.8207276971221912,1.0708779016435468
2132天丼（外食）,岐阜市,12.0,910.0,933.0,23.0,2.64,29.0,0.74,0,上昇型_低価格帯_直線性高,0.3241300655189872,0.5436824149168463
2132天丼（外食）,岡山市,12.0,860.0,846.0,-14.0,-1.71,-18.85,0.07,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.3745394321436513,-1.1884515288633737
2132天丼（外食）,広島市,12.0,1093.0,1103.0,10.0,0.55,6.08,0.52,0,上昇型_低価格帯_直線性高,-0.5784013169600434,0.34374953669967695
2132天丼（外食）,徳島市,12.0,817.0,877.0,60.0,3.69,40.54,0.74,0,上昇型_低価格帯_直線性高,0.5655168716938199,0.374087876183898
2132天丼（外食）,新潟市,12.0,1147.0,1239.0,92.0,8.69,95.54,0.57,0,上昇型_低価格帯_直線性高,0.32924264703970135,0.5919410679867342
2132天丼（外食）,札幌市,12.0,973.0,1010.0,37.0,2.43,26.73,0.68,0,上昇型_低価格帯_直線性高,0.09921268418809029,0.514678982538764
2132天丼（外食）,東京都区部,12.0,1275.0,1356.0,81.0,9.0,99.0,0.83,0,上昇型_低価格帯_直線性高,0.6900372098499137,1.461655531103651
2132天丼（外食）,松山市,12.0,856.0,926.0,70.0,7.65,84.12,0.84,0,上昇型_低価格帯_直線性高,1.1358317375801519,0.702049743954528
2132天丼（外食）,松江市,12.0,882.0,960.0,78.0,9.3,102.35,0.86,0,上昇型_低価格帯_直線性高,1.3182726441241257,0.8042896247706469
2132天丼（外食）,横浜市,12.0,1270.0,1285.0,15.0,2.63,28.92,0.56,0,上昇型_低価格帯_直線性高,-0.5171679323680424,0.7768009493402256
2132天丼（外食）,水戸市,12.0,1267.0,1333.0,66.0,7.38,81.23,0.67,0,上昇型_低価格帯_直線性高,0.21580923103136904,1.0534519585405846
2132天丼（外食）,津市,12.0,1133.0,1210.0,77.0,7.43,81.73,0.84,0,上昇型_低価格帯_直線性高,0.7329436840611048,1.2166399694677723
2132天丼（外食）,熊本市,12.0,1063.0,1148.0,85.0,5.44,59.85,0.74,0,上昇型_低価格帯_直線性高,0.4192100308684837,0.8374142024730641
2132天丼（外食）,甲府市,12.0,1093.0,1093.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.2889673225160277,1.5061216110519642
2132天丼（外食）,盛岡市,12.0,943.0,927.0,-16.0,-7.66,-84.31,0.32,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.6520535033367425,-0.4470594114638911
2132天丼（外食）,神戸市,12.0,1022.0,1042.0,20.0,1.37,15.08,0.2,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.0102258775461026,-0.5617730505851118
2132天丼（外食）,福井市,12.0,1093.0,1093.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.2889673225160277,1.5061216110519642
2132天丼（外食）,福岡市,12.0,1164.0,1133.0,-31.0,-3.26,-35.81,0.12,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.8623789570947853,-0.5066908926152865
2132天丼（外食）,福島市,12.0,1227.0,1286.0,59.0,7.06,77.69,0.84,0,上昇型_低価格帯_直線性高,0.5641152230458948,1.390305914258589
2132天丼（外食）,秋田市,12.0,1110.0,1110.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.26570919499570095,1.537746863282262
2132天丼（外食）,那覇市,12.0,1054.0,1098.0,44.0,4.98,54.77,0.82,0,上昇型_低価格帯_直線性高,0.5360410923653525,1.013202423341731
2132天丼（外食）,金沢市,12.0,960.0,1070.0,110.0,10.86,119.46,0.72,0,上昇型_低価格帯_直線性高,1.110732621147008,0.6149194387891792
2132天丼（外食）,長崎市,12.0,963.0,993.0,30.0,3.36,36.92,0.67,0,上昇型_低価格帯_直線性高,0.19468337810417033,0.47484655048902136
2132天丼（外食）,長野市,12.0,1007.0,863.0,-144.0,-18.59,-204.54,0.65,2,価格低下型_高価格帯_変動あり,-2.2904488583027804,0.4368205447478836
2132天丼（外食）,青森市,12.0,869.0,877.0,8.0,0.9,9.85,0.67,0,上昇型_低価格帯_直線性高,0.0558472641615966,0.2919785398130563
2132天丼（外食）,静岡市,12.0,877.0,927.0,50.0,5.67,62.38,0.79,0,上昇型_低価格帯_直線性高,0.7952652361326784,0.6134113227355104
2132天丼（外食）,高松市,12.0,1100.0,1155.0,55.0,3.85,42.31,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.42237615373198056,0.12496859403578409
2132天丼（外食）,高知市,12.0,890.0,890.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.5666967276116928,1.1284788932431158
2132天丼（外食）,鳥取市,12.0,1284.0,1318.0,34.0,3.21,35.31,0.57,0,上昇型_低価格帯_直線性高,-0.4539508766346483,0.8289845534231987
2132天丼（外食）,鹿児島市,12.0,1043.0,1133.0,90.0,7.37,81.08,0.78,0,上昇型_低価格帯_直線性高,0.7336567600398852,0.9034970090250578
2133カレーライス（外食）,さいたま市,12.0,733.0,748.0,15.0,1.46,16.04,0.69,0,上昇型_低価格帯_直線性高,0.3414246614351735,0.08930411137217949
2133カレーライス（外食）,京都市,12.0,903.0,942.0,39.0,3.07,33.81,0.72,0,上昇型_低価格帯_直線性高,0.34182280798227316,0.48355176008538625
2133カレーライス（外食）,今治市,12.0,733.0,750.0,17.0,1.6,17.65,0.57,0,上昇型_低価格帯_直線性高,0.12485429005993466,-0.20128077818242487
2133カレーライス（外食）,仙台市,12.0,715.0,750.0,35.0,2.77,30.42,0.74,0,上昇型_低価格帯_直線性高,0.6050474711051221,0.18134487848609213
2133カレーライス（外食）,伊丹市,12.0,650.0,673.0,23.0,2.45,26.92,0.79,0,上昇型_低価格帯_直線性高,0.7557660647991501,0.18065099490723094
2133カレーライス（外食）,佐世保市,12.0,845.0,797.0,-48.0,-1.31,-14.42,0.1,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.2525837641584847,-1.142295488972238
2133カレーライス（外食）,佐賀市,12.0,694.0,718.0,24.0,1.51,16.62,0.64,0,上昇型_低価格帯_直線性高,0.3036379258314867,-0.1043520719546759
2133カレーライス（外食）,八戸市,12.0,623.0,650.0,27.0,1.89,20.77,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,0.01713736286271419,-0.7687719396057507
2133カレーライス（外食）,八王子市,12.0,808.0,841.0,33.0,4.04,44.42,0.73,0,上昇型_低価格帯_直線性高,0.5965645099049266,0.3342298173244313
2133カレーライス（外食）,函館市,12.0,770.0,923.0,153.0,13.88,152.69,0.89,0,上昇型_低価格帯_直線性高,2.027366813088402,0.6835874400111824
2133カレーライス（外食）,前橋市,12.0,783.0,783.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.713086118474925,0.9294258350877128
2133カレーライス（外食）,北九州市,12.0,805.0,835.0,30.0,3.36,36.92,0.67,0,上昇型_低価格帯_直線性高,0.4108471515283826,0.18091773564272545
2133カレーライス（外食）,千葉市,12.0,816.0,900.0,84.0,8.7,95.65,0.9,0,上昇型_低価格帯_直線性高,1.420603174410926,0.7765716375363101
2133カレーライス（外食）,名古屋市,12.0,765.0,767.0,2.0,1.01,11.15,0.24,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.6204917485399111,-0.944029660958742
2133カレーライス（外食）,和歌山市,12.0,790.0,843.0,53.0,5.0,55.04,0.8,0,上昇型_低価格帯_直線性高,0.8607686849502976,0.4736392056576985
2133カレーライス（外食）,堺市,12.0,723.0,733.0,10.0,0.94,10.38,0.57,0,上昇型_低価格帯_直線性高,0.06678337918483405,-0.22202993256506434
2133カレーライス（外食）,大分市,12.0,656.0,687.0,31.0,2.95,32.5,0.78,0,上昇型_低価格帯_直線性高,0.7825991354131769,0.1691853123766619
2133カレーライス（外食）,大津市,12.0,763.0,790.0,27.0,1.33,14.65,0.43,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.21596490324716566,-0.48589624648878527
2133カレーライス（外食）,大阪市,12.0,769.0,789.0,20.0,1.78,19.54,0.78,0,上昇型_低価格帯_直線性高,0.5008039785718639,0.37559583659764073
